InvoiceNo,InvoiceDate,DealerName,PaymentDate
106960,22-01-2020,1401,15-02-2020
106961,15-01-2020,1441,27-02-2020
106962,03-01-2020,1117,05-02-2020
106963,22-01-2020,1261,02-03-2020
106964,17-01-2020,1430,25-01-2020
106965,14-01-2020,1124,09-03-2020
106966,24-01-2020,1627,10-02-2020
106967,23-01-2020,1611,15-02-2020
106968,27-01-2020,1368,03-02-2020
106969,07-01-2020,1245,29-02-2020
106970,05-01-2020,1637,20-01-2020
106971,09-01-2020,1181,04-02-2020
106972,07-01-2020,1092,04-02-2020
106973,08-01-2020,1331,30-01-2020
106974,13-01-2020,1338,23-01-2020
106975,24-01-2020,1217,15-03-2020
106976,22-01-2020,1268,11-03-2020
106977,17-01-2020,1630,04-02-2020
106978,03-01-2020,1493,24-01-2020
106979,22-01-2020,1611,29-01-2020
106980,30-01-2020,1205,06-02-2020
106981,26-01-2020,1060,16-02-2020
106982,07-01-2020,1510,03-03-2020
106983,15-01-2020,1192,08-02-2020
106984,04-01-2020,1035,23-01-2020
106985,11-01-2020,1641,02-02-2020
106986,13-01-2020,1560,28-02-2020
106987,09-01-2020,1421,27-02-2020
106988,05-01-2020,1072,28-02-2020
106989,31-01-2020,1454,15-02-2020
106990,29-01-2020,1230,15-02-2020
106991,20-01-2020,1574,31-01-2020
106992,27-01-2020,1164,21-02-2020
106993,12-01-2020,1575,02-02-2020
106994,01-01-2020,1055,23-01-2020
106995,02-01-2020,1190,18-02-2020
106996,21-01-2020,1259,13-03-2020
106997,27-01-2020,1377,12-03-2020
106998,09-01-2020,1434,24-01-2020
106999,19-01-2020,1484,09-03-2020
107000,21-01-2020,1641,20-02-2020
107001,14-01-2020,1466,04-03-2020
107002,14-01-2020,1171,19-02-2020
107003,18-01-2020,1018,09-02-2020
107004,24-01-2020,1377,12-03-2020
107005,07-01-2020,1268,14-02-2020
107006,27-01-2020,1037,18-03-2020
107007,30-01-2020,1595,14-02-2020
107008,26-01-2020,1554,23-03-2020
107009,23-01-2020,1576,09-02-2020
107010,10-01-2020,1535,26-02-2020
107011,09-01-2020,1123,09-02-2020
107012,30-01-2020,1415,26-02-2020
107013,23-01-2020,1470,15-02-2020
107014,28-01-2020,1449,22-03-2020
107015,28-01-2020,1077,22-02-2020
107016,24-01-2020,1321,04-02-2020
107017,30-01-2020,1416,27-03-2020
107018,08-01-2020,1369,22-02-2020
107019,05-01-2020,1091,05-02-2020
107020,12-01-2020,1266,23-02-2020
107021,19-01-2020,1383,09-02-2020
107022,18-01-2020,1129,16-02-2020
107023,06-01-2020,1504,03-02-2020
107024,09-01-2020,1245,28-02-2020
107025,25-01-2020,1001,17-02-2020
107026,09-01-2020,1614,17-02-2020
107027,31-01-2020,1335,11-02-2020
107028,14-01-2020,1295,17-02-2020
107029,04-01-2020,1402,19-02-2020
107030,01-01-2020,1615,13-02-2020
107031,11-01-2020,1387,26-01-2020
107032,29-01-2020,1080,21-03-2020
107033,14-01-2020,1503,28-01-2020
107034,24-01-2020,1344,18-02-2020
107035,31-01-2020,1274,07-03-2020
107036,20-01-2020,1638,20-02-2020
107037,17-01-2020,1215,02-02-2020
107038,11-01-2020,1304,26-02-2020
107039,09-01-2020,1280,16-01-2020
107040,09-01-2020,1512,12-02-2020
107041,24-01-2020,1384,15-02-2020
107042,30-01-2020,1361,16-02-2020
107043,13-01-2020,1486,21-01-2020
107044,27-01-2020,1529,24-02-2020
107045,22-01-2020,1246,23-02-2020
107046,22-01-2020,1261,13-03-2020
107047,07-01-2020,1044,18-01-2020
107048,28-01-2020,1459,25-03-2020
107049,02-01-2020,1180,24-02-2020
107050,25-01-2020,1162,26-02-2020
107051,08-01-2020,1450,26-01-2020
107052,08-01-2020,1235,24-01-2020
107053,17-01-2020,1321,25-02-2020
107054,09-01-2020,1366,17-01-2020
107055,28-01-2020,1585,26-03-2020
107056,20-01-2020,1280,15-03-2020
107057,25-01-2020,1244,23-03-2020
107058,04-01-2020,1266,19-02-2020
107059,25-01-2020,1470,25-03-2020
107060,26-01-2020,1427,22-02-2020
107061,21-01-2020,1465,15-02-2020
107062,03-01-2020,1199,09-02-2020
107063,03-01-2020,1402,28-01-2020
107064,14-01-2020,1395,06-02-2020
107065,11-01-2020,1631,26-02-2020
107066,09-01-2020,1285,29-02-2020
107067,08-01-2020,1064,16-02-2020
107068,18-01-2020,1210,26-01-2020
107069,05-01-2020,1412,19-02-2020
107070,12-01-2020,1074,10-03-2020
107071,03-01-2020,1567,22-02-2020
107072,17-01-2020,1429,17-02-2020
107073,15-01-2020,1335,09-02-2020
107074,24-01-2020,1342,13-02-2020
107075,16-01-2020,1639,27-02-2020
107076,02-01-2020,1176,11-01-2020
107077,27-01-2020,1508,14-03-2020
107078,12-01-2020,1015,04-02-2020
107079,17-01-2020,1067,08-02-2020
107080,14-01-2020,1300,19-02-2020
107081,27-01-2020,1524,26-03-2020
107082,28-01-2020,1463,05-02-2020
107083,29-01-2020,1589,06-03-2020
107084,11-01-2020,1617,11-03-2020
107085,22-01-2020,1457,10-03-2020
107086,03-01-2020,1099,14-01-2020
107087,01-01-2020,1590,15-01-2020
107088,19-01-2020,1530,31-01-2020
107089,28-01-2020,1614,20-02-2020
107090,27-01-2020,1645,25-02-2020
107091,02-01-2020,1408,02-03-2020
107092,06-01-2020,1235,08-02-2020
107093,23-01-2020,1095,26-02-2020
107094,12-01-2020,1340,26-01-2020
107095,11-01-2020,1051,23-02-2020
107096,09-01-2020,1475,21-02-2020
107097,06-01-2020,1591,22-01-2020
107098,23-01-2020,1511,10-02-2020
107099,15-01-2020,1084,07-02-2020
107100,05-01-2020,1404,14-01-2020
107101,26-01-2020,1351,16-02-2020
107102,22-01-2020,1137,04-02-2020
107103,03-01-2020,1527,02-02-2020
107104,21-01-2020,1378,11-02-2020
107105,20-01-2020,1004,12-02-2020
107106,09-01-2020,1506,15-02-2020
107107,21-01-2020,1509,15-03-2020
107108,30-01-2020,1004,01-03-2020
107109,20-01-2020,1630,10-03-2020
107110,20-01-2020,1618,21-02-2020
107111,29-01-2020,1225,05-03-2020
107112,16-01-2020,1148,12-02-2020
107113,30-01-2020,1020,28-03-2020
107114,11-01-2020,1637,10-03-2020
107115,20-01-2020,1615,02-03-2020
107116,01-01-2020,1182,11-02-2020
107117,09-01-2020,1395,18-02-2020
107118,20-01-2020,1050,08-03-2020
107119,23-01-2020,1557,18-02-2020
107120,06-01-2020,1089,31-01-2020
107121,29-01-2020,1530,14-02-2020
107122,10-01-2020,1185,18-01-2020
107123,17-01-2020,1094,16-03-2020
107124,27-01-2020,1239,18-02-2020
107125,28-01-2020,1391,29-02-2020
107126,06-01-2020,1582,15-01-2020
107127,20-01-2020,1565,13-03-2020
107128,11-01-2020,1569,23-01-2020
107129,28-01-2020,1282,28-03-2020
107130,06-01-2020,1073,14-02-2020
107131,28-01-2020,1237,27-03-2020
107132,20-01-2020,1625,05-02-2020
107133,19-01-2020,1325,08-02-2020
107134,19-01-2020,1251,13-03-2020
107135,11-01-2020,1270,03-03-2020
107136,22-01-2020,1046,25-02-2020
107137,12-01-2020,1223,27-01-2020
107138,06-01-2020,1625,13-01-2020
107139,10-01-2020,1595,25-01-2020
107140,16-01-2020,1147,14-03-2020
107141,22-01-2020,1379,16-02-2020
107142,27-01-2020,1616,09-03-2020
107143,25-01-2020,1603,09-02-2020
107144,16-01-2020,1214,02-02-2020
107145,05-01-2020,1616,29-01-2020
107146,07-01-2020,1525,24-01-2020
107147,22-01-2020,1365,01-02-2020
107148,22-01-2020,1117,06-02-2020
107149,10-01-2020,1414,03-02-2020
107150,07-01-2020,1065,04-03-2020
107151,05-01-2020,1611,18-02-2020
107152,14-01-2020,1249,18-02-2020
107153,19-01-2020,1023,28-02-2020
107154,12-01-2020,1312,09-03-2020
107155,22-01-2020,1299,08-03-2020
107156,07-01-2020,1379,28-01-2020
107157,19-01-2020,1457,13-02-2020
107158,03-01-2020,1118,12-02-2020
107159,17-01-2020,1296,14-03-2020
107160,12-01-2020,1548,16-02-2020
107161,20-01-2020,1246,02-03-2020
107162,13-01-2020,1506,01-03-2020
107163,29-01-2020,1145,10-03-2020
107164,08-01-2020,1083,25-02-2020
107165,24-01-2020,1515,16-03-2020
107166,21-01-2020,1374,08-02-2020
107167,11-01-2020,1502,06-02-2020
107168,16-01-2020,1492,24-01-2020
107169,10-01-2020,1630,01-02-2020
107170,17-01-2020,1478,22-02-2020
107171,08-01-2020,1596,18-01-2020
107172,24-01-2020,1380,25-02-2020
107173,13-01-2020,1304,05-03-2020
107174,26-01-2020,1540,17-02-2020
107175,24-01-2020,1346,12-03-2020
107176,30-01-2020,1261,14-02-2020
107177,26-01-2020,1294,06-02-2020
107178,18-01-2020,1160,19-02-2020
107179,26-01-2020,1333,06-03-2020
107180,05-01-2020,1318,20-01-2020
107181,12-01-2020,1411,03-02-2020
107182,10-01-2020,1134,29-01-2020
107183,15-01-2020,1028,17-02-2020
107184,06-01-2020,1248,10-02-2020
107185,25-01-2020,1136,17-03-2020
107186,24-01-2020,1415,11-03-2020
107187,25-01-2020,1316,10-02-2020
107188,24-01-2020,1605,22-03-2020
107189,22-01-2020,1585,25-02-2020
107190,11-01-2020,1411,17-02-2020
107191,01-01-2020,1417,20-02-2020
107192,14-01-2020,1271,10-02-2020
107193,23-01-2020,1625,12-03-2020
107194,02-01-2020,1561,15-01-2020
107195,31-01-2020,1450,17-03-2020
107196,18-01-2020,1051,14-03-2020
107197,27-01-2020,1269,29-02-2020
107198,11-01-2020,1600,08-02-2020
107199,07-01-2020,1204,27-02-2020
107200,22-01-2020,1101,02-03-2020
107201,07-01-2020,1135,01-02-2020
107202,09-01-2020,1059,12-02-2020
107203,22-01-2020,1129,22-02-2020
107204,15-01-2020,1015,26-01-2020
107205,15-01-2020,1263,15-03-2020
107206,13-01-2020,1092,12-03-2020
107207,16-01-2020,1100,23-01-2020
107208,10-01-2020,1117,26-01-2020
107209,01-01-2020,1401,28-01-2020
107210,03-01-2020,1178,11-01-2020
107211,05-01-2020,1085,05-02-2020
107212,06-01-2020,1576,12-02-2020
107213,02-01-2020,1220,03-02-2020
107214,09-01-2020,1138,19-02-2020
107215,02-01-2020,1095,10-01-2020
107216,12-01-2020,1101,06-02-2020
107217,20-01-2020,1609,07-03-2020
107218,25-01-2020,1200,14-02-2020
107219,26-01-2020,1013,26-03-2020
107220,21-01-2020,1266,18-02-2020
107221,27-01-2020,1417,08-03-2020
107222,20-01-2020,1358,30-01-2020
107223,11-01-2020,1334,08-02-2020
107224,26-01-2020,1120,03-03-2020
107225,10-01-2020,1020,19-01-2020
107226,17-01-2020,1462,28-02-2020
107227,01-01-2020,1060,14-02-2020
107228,06-01-2020,1316,30-01-2020
107229,03-01-2020,1512,25-01-2020
107230,15-01-2020,1399,15-03-2020
107231,25-01-2020,1112,12-02-2020
107232,26-01-2020,1346,07-03-2020
107233,11-01-2020,1488,06-02-2020
107234,06-01-2020,1243,22-02-2020
107235,14-01-2020,1197,09-02-2020
107236,06-01-2020,1558,14-02-2020
107237,10-01-2020,1535,18-01-2020
107238,25-01-2020,1610,14-03-2020
107239,15-01-2020,1059,14-03-2020
107240,15-01-2020,1322,05-03-2020
107241,05-01-2020,1230,03-03-2020
107242,01-01-2020,1260,29-02-2020
107243,05-01-2020,1515,13-02-2020
107244,06-01-2020,1088,07-02-2020
107245,13-01-2020,1447,12-03-2020
107246,04-01-2020,1647,14-02-2020
107247,13-01-2020,1240,03-03-2020
107248,30-01-2020,1314,25-02-2020
107249,30-01-2020,1290,09-02-2020
107250,20-01-2020,1550,09-02-2020
107251,24-01-2020,1347,01-02-2020
107252,27-01-2020,1275,26-02-2020
107253,07-01-2020,1163,22-02-2020
107254,16-01-2020,1084,31-01-2020
107255,31-01-2020,1030,08-03-2020
107256,28-01-2020,1427,16-02-2020
107257,06-01-2020,1159,11-02-2020
107258,27-01-2020,1266,22-02-2020
107259,22-01-2020,1365,06-03-2020
107260,24-01-2020,1546,26-02-2020
107261,26-01-2020,1530,10-03-2020
107262,16-01-2020,1391,15-03-2020
107263,12-01-2020,1274,25-02-2020
107264,09-01-2020,1453,19-01-2020
107265,14-01-2020,1475,01-03-2020
107266,18-01-2020,1333,09-03-2020
107267,20-01-2020,1133,05-03-2020
107268,20-01-2020,1298,27-02-2020
107269,08-01-2020,1319,28-01-2020
107270,31-01-2020,1214,22-03-2020
107271,23-01-2020,1644,02-02-2020
107272,05-01-2020,1119,13-02-2020
107273,02-01-2020,1638,29-02-2020
107274,01-01-2020,1125,14-02-2020
107275,01-01-2020,1363,24-01-2020
107276,06-01-2020,1591,26-01-2020
107277,10-01-2020,1260,25-01-2020
107278,16-01-2020,1300,01-03-2020
107279,22-01-2020,1533,04-03-2020
107280,22-01-2020,1217,10-02-2020
107281,11-01-2020,1084,09-03-2020
107282,29-01-2020,1562,19-03-2020
107283,01-01-2020,1331,14-02-2020
107284,27-01-2020,1090,11-03-2020
107285,30-01-2020,1384,26-02-2020
107286,03-01-2020,1574,15-02-2020
107287,25-01-2020,1393,12-02-2020
107288,31-01-2020,1414,15-03-2020
107289,07-01-2020,1105,01-02-2020
107290,27-01-2020,1644,06-03-2020
107291,10-01-2020,1572,27-01-2020
107292,01-01-2020,1593,03-02-2020
107293,07-01-2020,1549,11-02-2020
107294,05-01-2020,1617,15-01-2020
107295,06-01-2020,1588,28-02-2020
107296,06-01-2020,1236,15-01-2020
107297,01-01-2020,1201,01-03-2020
107298,31-01-2020,1140,03-03-2020
107299,09-01-2020,1551,17-01-2020
107300,18-01-2020,1229,19-02-2020
107301,30-01-2020,1025,12-02-2020
107302,11-01-2020,1115,26-02-2020
107303,25-01-2020,1152,14-03-2020
107304,22-01-2020,1445,04-02-2020
107305,30-01-2020,1054,11-02-2020
107306,08-01-2020,1132,08-03-2020
107307,05-01-2020,1378,17-02-2020
107308,26-01-2020,1236,19-02-2020
107309,14-01-2020,1100,27-02-2020
107310,07-01-2020,1375,01-03-2020
107311,03-01-2020,1209,01-02-2020
107312,09-01-2020,1292,11-02-2020
107313,04-01-2020,1103,15-01-2020
107314,29-01-2020,1247,19-02-2020
107315,03-01-2020,1301,27-01-2020
107316,22-01-2020,1119,18-02-2020
107317,04-01-2020,1076,22-01-2020
107318,09-01-2020,1649,14-02-2020
107319,11-01-2020,1597,23-02-2020
107320,06-01-2020,1139,18-01-2020
107321,08-01-2020,1458,16-01-2020
107322,04-01-2020,1024,26-01-2020
107323,11-01-2020,1447,15-02-2020
107324,05-01-2020,1283,14-02-2020
107325,11-01-2020,1472,20-01-2020
107326,13-01-2020,1402,10-02-2020
107327,24-01-2020,1472,17-03-2020
107328,19-01-2020,1492,18-03-2020
107329,11-01-2020,1228,16-02-2020
107330,04-01-2020,1438,22-02-2020
107331,16-01-2020,1146,14-03-2020
107332,15-01-2020,1082,11-03-2020
107333,11-01-2020,1219,03-02-2020
107334,12-01-2020,1063,27-01-2020
107335,08-01-2020,1155,06-02-2020
107336,22-01-2020,1398,05-03-2020
107337,26-01-2020,1648,27-02-2020
107338,22-01-2020,1309,18-03-2020
107339,15-01-2020,1507,26-01-2020
107340,08-01-2020,1033,25-01-2020
107341,07-01-2020,1419,07-03-2020
107342,12-01-2020,1233,04-02-2020
107343,22-01-2020,1337,27-02-2020
107344,09-01-2020,1606,24-02-2020
107345,10-01-2020,1264,23-02-2020
107346,24-01-2020,1239,01-03-2020
107347,28-01-2020,1353,05-02-2020
107348,31-01-2020,1215,13-03-2020
107349,27-01-2020,1188,05-03-2020
107350,04-01-2020,1211,25-02-2020
107351,26-01-2020,1641,15-02-2020
107352,02-01-2020,1446,16-02-2020
107353,24-01-2020,1184,04-03-2020
107354,20-01-2020,1272,27-01-2020
107355,23-01-2020,1418,16-02-2020
107356,12-01-2020,1589,20-02-2020
107357,26-01-2020,1404,13-03-2020
107358,09-01-2020,1286,09-02-2020
107359,09-01-2020,1510,16-02-2020
107360,21-01-2020,1214,09-02-2020
107361,02-01-2020,1521,21-02-2020
107362,22-01-2020,1203,29-02-2020
107363,20-01-2020,1040,28-01-2020
107364,04-01-2020,1400,19-01-2020
107365,18-01-2020,1330,08-03-2020
107366,25-01-2020,1367,15-03-2020
107367,04-01-2020,1082,14-02-2020
107368,16-01-2020,1557,27-01-2020
107369,23-01-2020,1356,03-02-2020
107370,18-01-2020,1525,15-03-2020
107371,08-01-2020,1368,12-02-2020
107372,15-01-2020,1315,31-01-2020
107373,03-01-2020,1406,12-01-2020
107374,03-01-2020,1081,05-02-2020
107375,28-01-2020,1512,20-02-2020
107376,01-01-2020,1650,04-02-2020
107377,08-01-2020,1126,20-02-2020
107378,29-01-2020,1565,27-03-2020
107379,20-01-2020,1167,06-02-2020
107380,24-01-2020,1611,12-03-2020
107381,12-01-2020,1017,12-02-2020
107382,15-01-2020,1166,27-01-2020
107383,27-01-2020,1081,16-02-2020
107384,12-01-2020,1440,10-02-2020
107385,23-01-2020,1331,05-02-2020
107386,31-01-2020,1595,14-03-2020
107387,06-01-2020,1535,09-02-2020
107388,08-01-2020,1208,14-02-2020
107389,06-01-2020,1513,30-01-2020
107390,07-01-2020,1126,22-02-2020
107391,30-01-2020,1205,24-02-2020
107392,23-01-2020,1495,16-03-2020
107393,29-01-2020,1571,07-03-2020
107394,16-01-2020,1319,06-02-2020
107395,12-01-2020,1581,01-03-2020
107396,09-01-2020,1204,28-02-2020
107397,12-01-2020,1469,01-03-2020
107398,23-01-2020,1512,16-02-2020
107399,30-01-2020,1231,17-02-2020
107400,26-01-2020,1096,14-03-2020
107401,31-01-2020,1236,21-02-2020
107402,10-01-2020,1573,07-03-2020
107403,15-01-2020,1311,14-02-2020
107404,02-01-2020,1036,02-03-2020
107405,25-01-2020,1163,25-03-2020
107406,26-01-2020,1006,03-03-2020
107407,05-01-2020,1393,24-01-2020
107408,19-01-2020,1166,16-03-2020
107409,06-01-2020,1171,14-02-2020
107410,03-01-2020,1442,04-02-2020
107411,29-01-2020,1319,14-02-2020
107412,31-01-2020,1578,05-03-2020
107413,31-01-2020,1384,29-03-2020
107414,20-01-2020,1284,18-03-2020
107415,09-01-2020,1412,25-02-2020
107416,17-01-2020,1128,24-01-2020
107417,05-01-2020,1275,12-01-2020
107418,12-01-2020,1231,11-03-2020
107419,14-01-2020,1373,23-02-2020
107420,25-01-2020,1191,01-03-2020
107421,10-01-2020,1554,10-02-2020
107422,29-01-2020,1230,25-02-2020
107423,21-01-2020,1165,17-02-2020
107424,02-01-2020,1396,25-02-2020
107425,26-01-2020,1145,07-03-2020
107426,07-01-2020,1639,22-02-2020
107427,20-01-2020,1529,05-02-2020
107428,11-01-2020,1281,25-01-2020
107429,12-01-2020,1458,13-02-2020
107430,21-01-2020,1301,02-02-2020
107431,10-01-2020,1543,17-01-2020
107432,03-01-2020,1524,17-02-2020
107433,06-01-2020,1314,05-03-2020
107434,20-01-2020,1252,09-03-2020
107435,23-01-2020,1233,13-03-2020
107436,08-01-2020,1534,19-02-2020
107437,02-01-2020,1545,23-02-2020
107438,10-01-2020,1612,27-02-2020
107439,04-01-2020,1582,02-02-2020
107440,14-01-2020,1019,29-02-2020
107441,23-01-2020,1439,18-02-2020
107442,15-01-2020,1450,21-02-2020
107443,01-01-2020,1343,20-02-2020
107444,31-01-2020,1272,13-03-2020
107445,26-01-2020,1473,03-03-2020
107446,13-01-2020,1027,30-01-2020
107447,01-01-2020,1541,27-02-2020
107448,29-01-2020,1397,03-03-2020
107449,24-01-2020,1615,22-02-2020
107450,23-01-2020,1239,03-03-2020
107451,23-01-2020,1032,06-02-2020
107452,23-01-2020,1582,02-03-2020
107453,10-01-2020,1448,29-02-2020
107454,23-01-2020,1235,08-02-2020
107455,09-01-2020,1231,18-01-2020
107456,02-01-2020,1286,10-01-2020
107457,16-01-2020,1169,14-03-2020
107458,31-01-2020,1460,14-02-2020
107459,31-01-2020,1312,19-02-2020
107460,22-01-2020,1553,29-02-2020
107461,11-01-2020,1155,29-02-2020
107462,23-01-2020,1465,01-02-2020
107463,20-01-2020,1550,31-01-2020
107464,02-01-2020,1491,23-02-2020
107465,07-01-2020,1292,23-01-2020
107466,05-01-2020,1100,16-01-2020
107467,15-01-2020,1542,12-02-2020
107468,07-01-2020,1409,04-03-2020
107469,24-01-2020,1477,24-03-2020
107470,14-01-2020,1260,23-02-2020
107471,31-01-2020,1109,31-03-2020
107472,11-01-2020,1446,20-02-2020
107473,06-01-2020,1453,19-01-2020
107474,25-01-2020,1104,15-02-2020
107475,19-01-2020,1032,27-01-2020
107476,28-01-2020,1047,14-03-2020
107477,05-01-2020,1639,24-01-2020
107478,24-01-2020,1223,19-03-2020
107479,27-01-2020,1385,27-03-2020
107480,29-01-2020,1393,11-03-2020
107481,22-01-2020,1516,01-03-2020
107482,15-01-2020,1558,02-03-2020
107483,04-01-2020,1007,30-01-2020
107484,09-01-2020,1577,22-01-2020
107485,04-01-2020,1398,23-01-2020
107486,14-01-2020,1315,04-02-2020
107487,06-01-2020,1348,18-01-2020
107488,20-01-2020,1076,09-03-2020
107489,31-01-2020,1034,23-02-2020
107490,15-01-2020,1426,10-03-2020
107491,07-01-2020,1616,31-01-2020
107492,23-01-2020,1460,01-02-2020
107493,28-01-2020,1616,24-02-2020
107494,21-01-2020,1265,03-03-2020
107495,10-01-2020,1364,19-02-2020
107496,24-01-2020,1452,07-03-2020
107497,24-01-2020,1301,02-03-2020
107498,09-01-2020,1555,29-01-2020
107499,28-01-2020,1192,05-03-2020
107500,04-01-2020,1375,27-02-2020
107501,27-01-2020,1176,26-02-2020
107502,19-01-2020,1270,18-02-2020
107503,26-01-2020,1536,24-03-2020
107504,06-01-2020,1455,06-02-2020
107505,09-01-2020,1279,14-02-2020
107506,03-01-2020,1533,24-02-2020
107507,02-01-2020,1110,15-02-2020
107508,15-01-2020,1445,11-03-2020
107509,14-01-2020,1347,28-01-2020
107510,03-01-2020,1225,20-01-2020
107511,23-01-2020,1223,28-02-2020
107512,14-01-2020,1519,16-02-2020
107513,29-01-2020,1491,25-02-2020
107514,04-01-2020,1378,23-01-2020
107515,11-01-2020,1279,08-02-2020
107516,27-01-2020,1626,08-02-2020
107517,03-01-2020,1385,17-02-2020
107518,02-01-2020,1585,14-01-2020
107519,21-01-2020,1507,04-03-2020
107520,14-01-2020,1157,13-02-2020
107521,10-01-2020,1234,19-02-2020
107522,28-01-2020,1509,14-02-2020
107523,25-01-2020,1281,04-03-2020
107524,17-01-2020,1129,20-02-2020
107525,01-01-2020,1537,26-02-2020
107526,30-01-2020,1115,01-03-2020
107527,30-01-2020,1245,10-03-2020
107528,29-01-2020,1493,01-03-2020
107529,07-01-2020,1187,29-02-2020
107530,16-01-2020,1076,05-03-2020
107531,01-01-2020,1490,13-02-2020
107532,24-01-2020,1160,04-02-2020
107533,23-01-2020,1087,19-02-2020
107534,08-01-2020,1280,17-01-2020
107535,13-01-2020,1349,12-02-2020
107536,31-01-2020,1537,23-02-2020
107537,04-01-2020,1412,02-03-2020
107538,14-01-2020,1426,03-03-2020
107539,25-01-2020,1373,14-03-2020
107540,23-01-2020,1275,26-02-2020
107541,31-01-2020,1403,12-02-2020
107542,08-01-2020,1496,23-01-2020
107543,10-01-2020,1542,21-02-2020
107544,19-01-2020,1164,09-02-2020
107545,01-01-2020,1633,23-01-2020
107546,17-01-2020,1427,05-03-2020
107547,06-01-2020,1453,17-02-2020
107548,28-01-2020,1038,08-03-2020
107549,19-01-2020,1412,11-02-2020
107550,29-01-2020,1366,19-03-2020
107551,06-01-2020,1463,05-03-2020
107552,17-01-2020,1119,27-02-2020
107553,28-01-2020,1132,09-02-2020
107554,07-01-2020,1457,26-01-2020
107555,30-01-2020,1610,27-03-2020
107556,22-01-2020,1563,01-02-2020
107557,24-01-2020,1245,07-03-2020
107558,28-01-2020,1436,11-02-2020
107559,29-01-2020,1358,19-02-2020
107560,18-01-2020,1455,08-02-2020
107561,04-01-2020,1348,05-02-2020
107562,04-01-2020,1084,05-02-2020
107563,29-01-2020,1562,09-03-2020
107564,14-01-2020,1021,24-02-2020
107565,27-01-2020,1562,25-03-2020
107566,22-01-2020,1175,16-03-2020
107567,21-01-2020,1123,30-01-2020
107568,09-01-2020,1156,09-03-2020
107569,17-01-2020,1408,12-02-2020
107570,11-01-2020,1627,19-02-2020
107571,28-01-2020,1088,15-02-2020
107572,03-01-2020,1179,27-02-2020
107573,20-01-2020,1568,22-02-2020
107574,30-01-2020,1146,07-02-2020
107575,03-01-2020,1453,17-02-2020
107576,20-01-2020,1228,02-02-2020
107577,10-01-2020,1095,20-02-2020
107578,01-01-2020,1635,26-01-2020
107579,30-01-2020,1639,28-03-2020
107580,10-01-2020,1361,04-02-2020
107581,24-01-2020,1366,11-02-2020
107582,03-01-2020,1363,19-02-2020
107583,02-01-2020,1486,01-02-2020
107584,17-01-2020,1317,13-03-2020
107585,22-01-2020,1589,03-02-2020
107586,21-01-2020,1304,13-02-2020
107587,19-01-2020,1592,18-02-2020
107588,03-01-2020,1319,12-02-2020
107589,09-01-2020,1335,08-02-2020
107590,14-01-2020,1220,22-02-2020
107591,06-01-2020,1450,30-01-2020
107592,04-01-2020,1009,19-01-2020
107593,13-01-2020,1107,23-02-2020
107594,30-01-2020,1035,25-02-2020
107595,29-01-2020,1465,16-02-2020
107596,18-01-2020,1112,17-02-2020
107597,07-01-2020,1428,26-01-2020
107598,08-01-2020,1407,08-03-2020
107599,07-01-2020,1385,19-01-2020
107600,05-01-2020,1649,15-01-2020
107601,09-01-2020,1133,28-01-2020
107602,31-01-2020,1192,27-02-2020
107603,01-01-2020,1341,13-02-2020
107604,07-01-2020,1057,24-01-2020
107605,30-01-2020,1458,09-02-2020
107606,11-01-2020,1459,21-02-2020
107607,07-01-2020,1641,22-02-2020
107608,30-01-2020,1617,06-02-2020
107609,01-01-2020,1347,15-01-2020
107610,09-01-2020,1274,07-03-2020
107611,25-01-2020,1564,18-03-2020
107612,04-01-2020,1232,17-02-2020
107613,03-01-2020,1548,27-01-2020
107614,30-01-2020,1168,22-03-2020
107615,07-01-2020,1455,24-02-2020
107616,06-01-2020,1355,24-01-2020
107617,25-01-2020,1443,05-02-2020
107618,13-01-2020,1409,21-02-2020
107619,11-01-2020,1252,10-02-2020
107620,22-01-2020,1334,01-03-2020
107621,17-01-2020,1009,03-03-2020
107622,09-01-2020,1402,23-01-2020
107623,16-01-2020,1513,06-03-2020
107624,04-01-2020,1187,21-02-2020
107625,11-01-2020,1306,07-03-2020
107626,02-01-2020,1146,13-02-2020
107627,21-01-2020,1219,17-03-2020
107628,27-01-2020,1037,29-02-2020
107629,27-01-2020,1493,21-03-2020
107630,16-01-2020,1164,24-01-2020
107631,09-01-2020,1308,12-02-2020
107632,05-01-2020,1642,17-01-2020
107633,06-01-2020,1234,18-01-2020
107634,24-01-2020,1138,10-03-2020
107635,21-01-2020,1084,08-03-2020
107636,24-01-2020,1415,25-02-2020
107637,14-01-2020,1502,13-03-2020
107638,16-01-2020,1616,05-02-2020
107639,26-01-2020,1017,23-02-2020
107640,06-01-2020,1174,16-02-2020
107641,19-01-2020,1493,24-02-2020
107642,17-01-2020,1619,28-02-2020
107643,22-01-2020,1560,08-03-2020
107644,28-01-2020,1329,19-02-2020
107645,22-01-2020,1486,06-02-2020
107646,18-01-2020,1144,27-01-2020
107647,04-01-2020,1394,10-02-2020
107648,14-01-2020,1624,11-03-2020
107649,17-01-2020,1113,11-02-2020
107650,27-01-2020,1474,23-02-2020
107651,18-01-2020,1064,25-01-2020
107652,31-01-2020,1018,12-03-2020
107653,30-01-2020,1466,03-03-2020
107654,20-01-2020,1355,07-03-2020
107655,25-01-2020,1526,28-02-2020
107656,14-01-2020,1432,07-03-2020
107657,19-01-2020,1526,17-03-2020
