Sr.no,Dealer,Product,FC
8338,1442,2231,172
8339,1540,2391,55
8340,1058,1382,128
8341,1278,1768,49
8342,1602,2729,199
8343,1104,1008,288
8344,1479,2957,120
8345,1624,2284,72
8346,1459,2265,265
8347,1360,2413,229
8348,1053,2946,239
8349,1004,1445,193
8350,1415,1320,115
8351,1346,1828,48
8352,1467,2189,78
8353,1587,2527,104
8354,1290,2275,269
8355,1019,2364,182
8356,1268,2417,153
8357,1013,1060,197
8358,1622,1331,47
8359,1645,1333,102
8360,1367,1392,60
8361,1333,1883,66
8362,1327,1924,250
8363,1137,2009,262
8364,1109,1728,150
8365,1539,2199,138
8366,1045,1103,241
8367,1544,1812,56
8368,1225,1931,224
8369,1155,1019,242
8370,1387,1030,205
8371,1216,1164,224
8372,1453,1443,68
8373,1641,2442,220
8374,1406,2184,161
8375,1598,1501,269
8376,1418,1481,236
8377,1213,2575,122
8378,1192,1836,50
8379,1513,1517,249
8380,1543,2283,164
8381,1528,2466,180
8382,1323,2841,268
8383,1357,1424,117
8384,1504,2837,45
8385,1195,2376,189
8386,1332,1063,8
8387,1224,2269,216
8388,1234,1326,103
8389,1101,2768,123
8390,1374,1338,184
8391,1528,1604,50
8392,1439,2697,98
8393,1411,1600,273
8394,1420,2677,163
8395,1383,1499,90
8396,1378,2106,189
8397,1532,1611,197
8398,1216,1206,202
8399,1441,1853,173
8400,1419,2870,90
8401,1049,1956,239
8402,1602,2947,186
8403,1522,2616,225
8404,1525,2661,86
8405,1396,2201,264
8406,1127,1133,131
8407,1381,1335,281
8408,1239,1708,256
8409,1286,1248,58
8410,1333,1841,169
8411,1041,2788,144
8412,1395,1717,159
8413,1276,2588,232
8414,1614,1556,37
8415,1156,2169,173
8416,1490,1976,258
8417,1010,2566,243
8418,1421,1862,14
8419,1214,2434,134
8420,1370,1927,199
8421,1474,2688,43
8422,1314,1576,76
8423,1091,2873,152
8424,1294,1715,167
8425,1325,2239,197
8426,1035,1160,64
8427,1318,2094,179
8428,1264,1458,134
8429,1612,1732,149
8430,1386,1136,135
8431,1602,1204,80
8432,1113,1810,89
8433,1312,2967,145
8434,1602,1293,6
8435,1626,1442,299
8436,1516,2926,64
8437,1509,2943,252
8438,1299,2727,155
8439,1262,1636,117
8440,1269,2827,84
8441,1525,2236,259
8442,1471,2948,228
8443,1414,1821,77
8444,1326,1284,32
8445,1481,1799,243
8446,1220,2072,17
8447,1465,1126,220
8448,1586,2344,84
8449,1414,1983,238
8450,1277,1693,62
8451,1558,2675,29
8452,1041,2333,119
8453,1529,2670,291
8454,1626,2560,209
8455,1503,1630,240
8456,1222,1838,126
8457,1624,2392,181
8458,1155,2031,229
8459,1262,2525,63
8460,1434,2768,296
8461,1556,2757,108
8462,1226,2315,138
8463,1485,2961,208
8464,1260,2202,273
8465,1049,1792,187
8466,1539,1911,207
8467,1549,1481,149
8468,1269,1814,89
8469,1596,1455,173
8470,1320,2216,165
8471,1093,1198,72
8472,1318,1056,263
8473,1066,1715,290
8474,1499,2258,143
8475,1149,1219,43
8476,1232,1864,170
8477,1287,2895,144
8478,1492,2278,168
8479,1027,2957,32
8480,1633,1123,264
8481,1492,2870,117
8482,1103,1708,191
8483,1222,1650,112
8484,1594,1256,30
8485,1332,2211,156
8486,1110,2120,86
8487,1364,2721,163
8488,1268,2798,87
8489,1440,1853,151
8490,1399,2875,284
8491,1173,2552,197
8492,1330,1165,103
8493,1186,2123,151
8494,1099,1749,88
8495,1430,2294,243
8496,1289,1110,139
8497,1593,2710,149
8498,1259,1576,131
8499,1280,2249,114
8500,1356,1778,3
8501,1476,1334,232
8502,1097,2761,251
8503,1380,2711,270
8504,1545,2602,107
8505,1315,2683,291
8506,1149,1146,109
8507,1501,1375,99
8508,1109,1500,66
8509,1500,2792,294
8510,1213,1540,47
8511,1208,2177,142
8512,1495,2423,86
8513,1599,1731,112
8514,1463,1823,95
8515,1018,2552,252
8516,1130,1055,174
8517,1406,2621,30
8518,1573,1600,259
8519,1339,2042,3
8520,1316,2458,93
8521,1644,2040,15
8522,1006,1170,266
8523,1462,2369,124
8524,1074,1748,143
8525,1357,1171,11
8526,1205,2901,228
8527,1571,2452,126
8528,1481,2297,170
8529,1596,1572,158
8530,1029,2825,225
8531,1196,1150,217
8532,1190,1431,243
8533,1528,2155,237
8534,1162,1206,143
8535,1407,2108,172
8536,1168,1049,246
8537,1113,2648,254
8538,1299,1619,12
8539,1335,1855,13
8540,1423,1478,194
8541,1135,1168,17
8542,1032,2155,111
8543,1006,2269,263
8544,1433,2920,78
8545,1486,1070,216
8546,1104,1457,207
8547,1501,2404,93
8548,1638,1399,294
8549,1506,1822,27
8550,1043,1520,91
8551,1365,1101,32
8552,1354,1135,237
8553,1112,2427,90
8554,1190,1934,136
8555,1125,2135,101
8556,1249,2498,10
8557,1123,1123,189
8558,1536,2723,0
8559,1159,1650,227
8560,1326,2861,46
8561,1436,2341,150
8562,1404,1608,290
8563,1423,2540,128
8564,1587,1538,57
8565,1554,2701,25
8566,1423,1739,66
8567,1165,1229,40
8568,1050,2766,165
8569,1173,1818,22
8570,1264,1353,30
8571,1492,1889,259
8572,1056,2962,165
8573,1035,2248,3
8574,1272,2991,149
8575,1077,1975,87
8576,1464,2300,104
8577,1167,2035,110
8578,1632,1807,156
8579,1032,2943,238
8580,1130,1893,89
8581,1350,1335,122
8582,1101,2416,223
8583,1089,1376,207
8584,1539,1538,159
8585,1217,1126,171
8586,1475,1042,209
8587,1118,1492,254
8588,1574,2659,162
8589,1067,1133,41
8590,1008,1332,165
8591,1641,2154,65
8592,1201,2304,278
8593,1055,1286,260
8594,1352,1779,97
8595,1560,1688,265
8596,1346,2895,174
8597,1616,1459,67
8598,1302,2238,144
8599,1234,1162,157
8600,1559,2190,167
8601,1464,1503,190
8602,1145,2138,294
8603,1043,2598,146
8604,1251,1367,250
8605,1616,2976,166
8606,1087,2912,10
8607,1481,2221,71
8608,1645,2673,90
8609,1031,1635,26
8610,1341,1810,227
8611,1018,2685,160
8612,1339,1811,25
8613,1375,1829,55
8614,1120,2102,168
8615,1137,2204,178
8616,1380,1331,119
8617,1222,1909,146
8618,1129,1963,112
8619,1207,2737,146
8620,1157,1472,252
8621,1061,2477,158
8622,1635,2772,104
8623,1288,1468,90
8624,1540,1954,253
8625,1390,2587,158
8626,1052,2729,66
8627,1324,2155,122
8628,1179,1672,198
8629,1250,1317,170
8630,1612,1841,281
8631,1163,1332,128
8632,1630,1014,60
8633,1044,2713,23
8634,1311,2325,293
8635,1037,2544,242
8636,1420,2664,56
8637,1230,2746,295
8638,1584,1189,50
8639,1369,2704,30
8640,1620,2532,186
8641,1297,1021,65
8642,1059,2239,41
8643,1622,1506,266
8644,1197,1889,145
8645,1017,1976,263
8646,1252,1948,133
8647,1521,1152,127
8648,1620,2392,132
8649,1492,1837,272
8650,1549,2716,178
8651,1650,2550,54
8652,1214,1738,4
8653,1010,1728,13
8654,1437,1186,30
8655,1344,1939,154
8656,1484,2172,81
8657,1089,2531,15
8658,1050,2028,92
8659,1144,2124,194
8660,1069,1679,5
8661,1510,1723,223
8662,1228,1406,19
8663,1196,2656,18
8664,1348,2733,117
8665,1139,1519,299
8666,1230,1250,181
8667,1354,2697,112
8668,1045,2369,126
8669,1191,1120,228
8670,1597,2972,227
8671,1302,1916,97
8672,1312,2745,28
8673,1289,1995,259
8674,1218,1349,89
8675,1013,2876,144
8676,1255,2703,104
8677,1498,2178,1
8678,1377,2615,179
8679,1213,2291,2
8680,1507,1520,112
8681,1123,2090,96
8682,1503,2863,222
8683,1404,1001,176
8684,1599,2179,50
8685,1272,2255,78
8686,1166,2726,206
8687,1621,2140,131
8688,1474,1279,3
8689,1502,1691,257
8690,1004,1604,143
8691,1494,1507,209
8692,1193,2453,193
8693,1382,1581,57
8694,1310,2724,94
8695,1604,1829,89
8696,1105,2090,260
8697,1290,1627,120
8698,1576,2578,158
8699,1617,1565,236
8700,1113,2903,68
8701,1047,1576,187
8702,1153,2218,252
8703,1566,1555,175
8704,1219,2494,245
8705,1606,2312,196
8706,1554,2124,111
8707,1034,2926,61
8708,1076,2046,202
8709,1609,1008,73
8710,1237,1382,235
8711,1254,1865,73
8712,1541,2428,12
8713,1074,2416,31
8714,1212,1166,73
8715,1037,2672,143
8716,1216,2030,243
8717,1076,1259,177
8718,1012,2837,226
8719,1639,1916,75
8720,1288,1103,237
8721,1443,2355,117
8722,1156,1210,171
8723,1369,1853,181
8724,1408,2416,95
8725,1627,2786,115
8726,1273,1325,266
8727,1318,2859,19
8728,1035,2667,76
8729,1437,1246,53
8730,1467,2340,132
8731,1266,1106,67
8732,1267,1393,45
8733,1141,2838,193
8734,1191,2720,278
8735,1133,1543,174
8736,1120,1348,196
8737,1191,2445,120
8738,1121,1112,102
8739,1491,2371,34
8740,1455,1184,158
8741,1506,2876,247
8742,1177,1646,131
8743,1078,1104,101
8744,1385,1428,70
8745,1259,1581,284
8746,1551,2324,200
8747,1423,2818,100
8748,1280,1388,41
8749,1554,2309,12
8750,1323,2306,7
8751,1439,2387,33
8752,1568,2358,162
8753,1388,2554,163
8754,1347,1380,227
8755,1617,2240,260
8756,1539,2757,184
8757,1285,1863,175
8758,1436,2507,120
8759,1630,1557,58
8760,1458,1966,154
8761,1067,1517,287
8762,1200,1320,189
8763,1455,1228,173
8764,1240,2996,250
8765,1353,2804,245
8766,1258,1850,181
8767,1522,1166,269
8768,1096,1221,149
8769,1081,1866,121
8770,1317,1315,126
8771,1415,1392,192
8772,1187,2739,193
8773,1282,2726,145
8774,1583,1651,204
8775,1320,2082,215
8776,1331,1042,147
8777,1115,1702,11
8778,1249,2249,192
8779,1348,1491,47
8780,1081,1612,211
8781,1478,1798,80
8782,1404,2419,297
8783,1106,2898,158
8784,1109,1704,142
8785,1588,1877,139
8786,1471,1878,200
8787,1555,1469,30
8788,1226,2841,67
8789,1174,1724,144
8790,1632,2985,111
8791,1294,1787,296
8792,1085,2198,197
8793,1463,1122,268
8794,1214,1702,287
8795,1288,1580,251
8796,1617,1876,142
8797,1300,2855,236
8798,1399,2251,53
8799,1254,1934,131
8800,1152,1187,247
8801,1556,2174,6
8802,1603,2351,97
8803,1246,2018,282
8804,1432,1143,242
8805,1364,2826,122
8806,1091,1334,239
8807,1299,1132,277
8808,1385,1766,171
8809,1465,2472,24
8810,1483,1467,154
8811,1209,2615,50
8812,1597,2189,31
8813,1118,1540,94
8814,1177,2629,32
8815,1645,2851,30
8816,1462,2097,0
8817,1030,1953,120
8818,1495,2537,210
8819,1564,1747,71
8820,1544,2077,18
8821,1052,1226,214
8822,1319,2041,61
8823,1491,1938,104
8824,1163,1596,192
8825,1333,2465,269
8826,1575,1933,251
8827,1028,1516,170
8828,1173,2794,231
8829,1508,1075,175
8830,1069,2204,144
8831,1130,2491,299
8832,1366,1248,282
8833,1097,1885,52
8834,1475,2136,0
8835,1624,1743,39
8836,1134,2701,277
8837,1449,1970,58
8838,1091,2523,292
8839,1072,2646,73
8840,1546,2591,284
8841,1138,2343,68
8842,1566,1282,284
8843,1565,2360,172
8844,1032,1699,126
8845,1105,2782,156
8846,1380,1539,151
8847,1523,2427,104
8848,1467,1306,254
8849,1263,2336,296
8850,1228,1825,62
8851,1130,1156,261
8852,1383,2826,283
8853,1630,2427,22
8854,1316,2398,185
8855,1635,2498,214
8856,1417,2670,87
8857,1227,1467,83
8858,1053,2292,27
8859,1635,2111,86
8860,1100,2312,223
8861,1583,2842,150
8862,1069,1701,267
8863,1143,2282,175
8864,1233,2595,180
8865,1552,1705,10
8866,1089,2808,44
8867,1059,1344,232
8868,1114,1992,201
8869,1002,1898,208
8870,1338,2138,27
8871,1286,2737,95
8872,1124,2697,157
8873,1229,1265,19
8874,1217,2842,108
8875,1512,1389,292
8876,1390,2922,99
8877,1512,2037,223
8878,1118,2864,260
8879,1610,2741,91
8880,1025,1598,297
8881,1043,1313,65
8882,1360,1720,114
8883,1548,2580,137
8884,1640,1661,54
8885,1234,2724,191
8886,1204,2329,115
8887,1391,1284,50
8888,1178,1761,69
8889,1302,2555,127
8890,1176,1861,94
8891,1087,2606,272
8892,1147,2144,237
8893,1145,1360,70
8894,1203,1349,137
8895,1639,2513,23
8896,1620,2691,175
8897,1526,1854,125
8898,1305,1171,209
8899,1217,2325,271
8900,1327,2062,133
8901,1114,1721,216
8902,1011,2671,143
8903,1612,2389,176
8904,1463,1322,183
8905,1331,2628,165
8906,1229,2378,34
8907,1428,1415,10
8908,1159,2640,60
8909,1539,1523,148
8910,1191,2471,239
8911,1181,1579,209
8912,1241,1670,210
8913,1127,2751,66
8914,1115,2429,177
8915,1051,2552,67
8916,1405,2380,226
8917,1339,1382,59
8918,1352,1823,290
8919,1087,1774,218
8920,1377,2137,93
8921,1108,2309,223
8922,1335,1366,124
8923,1411,2979,296
8924,1350,2308,115
8925,1377,1987,15
8926,1263,1802,7
8927,1485,2208,11
8928,1526,1939,127
8929,1275,1609,160
8930,1295,1774,106
8931,1029,2671,44
8932,1377,1169,7
8933,1118,1579,217
8934,1046,2109,277
8935,1179,1336,130
8936,1457,1273,238
8937,1588,1391,46
8938,1484,1538,140
8939,1048,2358,67
8940,1300,1506,41
8941,1044,2931,150
8942,1271,2269,216
8943,1469,1880,109
8944,1161,1992,92
8945,1592,2080,24
8946,1185,2498,206
8947,1166,1873,31
8948,1288,2873,288
8949,1001,1720,117
8950,1177,1545,179
8951,1377,1830,110
8952,1348,2152,252
8953,1149,1098,293
8954,1404,1110,43
8955,1444,2740,275
8956,1242,1979,260
8957,1552,1911,221
8958,1088,2126,53
8959,1007,2087,276
8960,1073,1123,293
8961,1036,1182,129
8962,1179,2366,3
8963,1180,2783,268
8964,1238,2392,144
8965,1313,1569,258
8966,1026,2888,246
8967,1426,1091,254
8968,1255,1172,61
8969,1171,1937,254
8970,1604,2834,254
8971,1043,2249,32
8972,1101,2168,262
8973,1015,1332,49
8974,1145,1107,63
8975,1498,2138,297
8976,1534,1393,245
8977,1152,1116,31
8978,1605,2027,299
8979,1284,1945,57
8980,1312,1228,278
8981,1316,1801,98
8982,1581,1215,252
8983,1288,1090,173
8984,1013,1366,43
8985,1582,1792,177
8986,1158,2377,36
8987,1604,2627,117
8988,1051,1045,177
8989,1274,1540,138
8990,1569,1542,140
8991,1062,1321,42
8992,1075,1287,105
8993,1424,1613,13
8994,1069,1324,55
8995,1140,1952,263
8996,1477,2857,78
8997,1223,2575,141
8998,1078,2564,286
8999,1005,1979,115
9000,1288,1036,155
9001,1619,1750,60
9002,1162,1598,117
9003,1124,1496,292
9004,1375,1741,233
9005,1012,1859,243
9006,1561,2373,117
9007,1343,1408,211
9008,1584,2043,246
9009,1482,2831,273
9010,1426,2668,29
9011,1290,2937,45
9012,1484,2395,180
9013,1356,1318,4
9014,1239,2047,224
9015,1419,1842,211
9016,1644,1691,262
9017,1403,2315,189
9018,1198,2774,38
9019,1492,1215,167
9020,1378,1596,165
9021,1397,1526,77
9022,1017,2768,168
9023,1433,1416,155
9024,1174,1186,82
9025,1572,2598,94
9026,1246,1214,86
9027,1237,1182,159
9028,1520,2311,296
9029,1196,2400,248
9030,1069,2569,120
9031,1047,1059,22
9032,1616,1745,52
9033,1625,1920,206
9034,1018,2069,242
9035,1644,2996,202
9036,1120,2390,184
9037,1345,2320,204
9038,1298,2614,198
9039,1290,2907,125
9040,1256,1823,53
9041,1136,1690,287
9042,1303,2249,247
9043,1127,1610,78
9044,1505,1136,93
9045,1383,2585,157
9046,1575,2921,262
9047,1334,1731,151
9048,1140,1152,228
9049,1511,1341,157
9050,1559,1041,290
9051,1022,2087,96
9052,1014,1471,64
9053,1115,1114,275
9054,1570,1797,287
9055,1354,2051,220
9056,1450,2241,245
9057,1105,1683,143
9058,1051,2853,122
9059,1019,1878,81
9060,1136,1704,252
9061,1255,2479,13
9062,1087,2812,254
9063,1152,1085,39
9064,1367,1605,123
9065,1436,1038,51
9066,1641,2858,297
9067,1125,2490,27
9068,1101,2308,53
9069,1037,2296,113
9070,1619,1584,77
9071,1562,2690,263
9072,1048,2786,32
9073,1498,2705,133
9074,1405,2751,106
9075,1174,2887,233
9076,1600,1904,230
9077,1279,2473,168
9078,1526,1737,217
9079,1546,1805,37
9080,1607,1803,18
9081,1138,2352,239
9082,1551,2792,275
9083,1247,1733,106
9084,1560,1313,148
9085,1060,2867,1
9086,1554,2864,278
9087,1193,1875,251
9088,1289,2649,63
9089,1536,1604,92
9090,1203,2084,191
9091,1559,2904,132
9092,1522,2387,157
9093,1355,1926,149
9094,1199,2670,176
9095,1641,2896,25
9096,1036,2331,76
9097,1107,2714,106
9098,1463,1964,23
9099,1054,2360,259
9100,1451,2633,123
9101,1560,2547,285
9102,1140,1426,69
9103,1153,2520,100
9104,1469,1245,28
9105,1157,1397,7
9106,1493,1561,125
9107,1140,2540,225
9108,1539,2525,210
9109,1548,2960,230
9110,1623,1444,8
9111,1026,1327,120
9112,1610,1021,182
9113,1138,2867,142
9114,1625,2838,200
9115,1156,2092,184
9116,1061,1177,8
9117,1445,1089,50
9118,1315,2413,7
9119,1445,2835,260
9120,1548,2290,46
9121,1442,2771,52
9122,1470,2760,86
9123,1272,1717,284
9124,1360,2183,35
9125,1535,2465,151
9126,1288,1217,121
9127,1050,1506,197
9128,1375,1475,234
9129,1463,2043,226
9130,1287,2931,260
9131,1606,1212,264
9132,1434,1567,89
9133,1224,2816,294
9134,1332,1469,194
9135,1627,1395,200
9136,1233,2862,128
9137,1507,1399,97
9138,1464,1629,222
9139,1549,1135,35
9140,1391,2798,138
9141,1099,1329,230
9142,1161,1485,288
9143,1145,1091,53
9144,1097,2555,140
9145,1014,1205,1
9146,1149,2423,42
9147,1537,2505,89
9148,1395,1046,249
9149,1204,2154,235
9150,1112,1169,151
9151,1534,1192,28
9152,1349,1276,33
9153,1493,1811,149
9154,1022,1902,11
9155,1067,2326,78
9156,1298,1497,12
9157,1011,1803,200
9158,1028,1363,281
9159,1068,1097,217
9160,1378,2785,240
9161,1014,2628,81
9162,1251,2646,282
9163,1576,1288,29
9164,1621,1190,125
9165,1568,2298,8
9166,1194,2880,204
9167,1252,2593,40
9168,1536,2460,159
9169,1117,2026,16
9170,1436,1069,15
9171,1630,1166,294
9172,1057,1174,77
9173,1360,1283,58
9174,1256,1771,61
9175,1321,1430,131
9176,1154,1197,168
9177,1276,2991,219
9178,1119,2797,220
9179,1204,1080,146
9180,1199,1586,74
9181,1130,2249,252
9182,1321,2875,269
9183,1503,1713,142
9184,1611,2743,227
9185,1027,1005,249
9186,1153,2389,217
9187,1114,2337,215
9188,1411,2450,112
9189,1630,1878,207
9190,1597,1171,195
9191,1128,1138,204
9192,1543,1247,131
9193,1409,2653,138
9194,1457,1394,95
9195,1382,1262,161
9196,1496,1857,62
9197,1562,1279,8
9198,1249,1435,129
9199,1361,2516,242
9200,1090,2038,205
9201,1487,1331,62
9202,1258,1341,70
9203,1438,2982,54
9204,1586,1208,103
9205,1541,2394,68
9206,1534,1628,161
9207,1195,2476,230
9208,1349,2564,62
9209,1173,1264,152
9210,1053,2023,57
9211,1382,1600,50
9212,1517,1746,158
9213,1434,2571,34
9214,1400,2087,115
9215,1364,2675,132
9216,1589,2187,192
9217,1181,2565,220
9218,1271,2876,81
9219,1342,1650,293
9220,1084,2248,251
9221,1621,1553,130
9222,1551,1804,13
9223,1532,2805,129
9224,1219,1702,125
9225,1118,2044,8
9226,1568,1942,93
9227,1078,1843,132
9228,1209,1208,98
9229,1457,1385,87
9230,1156,2993,186
9231,1151,2977,43
9232,1637,1116,240
9233,1438,2821,298
9234,1292,2948,263
9235,1377,1790,178
9236,1572,1546,230
9237,1420,1202,131
9238,1295,2710,189
9239,1538,2192,134
9240,1029,1779,268
9241,1383,1656,86
9242,1472,1130,67
9243,1209,1417,22
9244,1438,2481,241
9245,1180,2050,25
9246,1550,1260,173
9247,1020,2418,173
9248,1542,1180,248
9249,1422,1658,177
9250,1031,2273,295
9251,1561,1379,22
9252,1647,2681,175
9253,1347,2480,70
9254,1310,1280,141
9255,1399,2852,263
9256,1325,2008,218
9257,1348,1264,144
9258,1362,1410,197
9259,1517,1299,104
9260,1555,1147,107
9261,1016,1522,207
9262,1439,2163,257
9263,1509,2412,149
9264,1231,1042,273
9265,1620,2594,89
9266,1003,1212,187
9267,1146,1301,298
9268,1055,2989,267
9269,1329,2333,128
9270,1188,2354,32
9271,1405,1403,106
9272,1369,1941,218
9273,1141,1589,11
9274,1415,2885,33
9275,1501,2180,286
9276,1223,1093,191
9277,1081,2410,206
9278,1574,2973,52
9279,1397,1995,192
9280,1558,2556,83
9281,1126,1758,186
9282,1486,1910,58
9283,1506,1502,298
9284,1229,1424,291
9285,1550,1561,294
9286,1218,1719,48
9287,1582,2625,73
9288,1203,2557,128
9289,1005,2677,4
9290,1006,1975,111
9291,1340,2054,208
9292,1221,1890,184
9293,1608,1520,152
9294,1593,1834,154
9295,1512,2385,209
9296,1537,1592,33
9297,1572,1029,157
9298,1103,2228,51
9299,1605,2398,64
9300,1396,2631,181
9301,1268,1384,298
9302,1584,2842,170
9303,1590,2593,146
9304,1289,2952,39
9305,1063,2773,151
9306,1292,2776,153
9307,1092,1632,63
9308,1306,2339,56
9309,1172,2080,285
9310,1574,2200,97
9311,1016,2018,11
9312,1608,1553,25
9313,1261,1163,175
9314,1424,2841,203
9315,1614,2288,187
9316,1591,2359,104
9317,1068,1421,120
9318,1398,1469,257
9319,1056,1506,144
9320,1516,1096,160
9321,1034,1266,11
9322,1377,2598,270
9323,1501,1389,123
9324,1165,1221,12
9325,1038,2665,275
9326,1353,2762,210
9327,1485,1199,192
9328,1265,1235,134
9329,1545,1726,232
9330,1326,2260,263
9331,1056,2102,150
9332,1593,2709,265
9333,1570,1197,57
9334,1168,2043,73
9335,1313,2187,17
9336,1532,2636,278
9337,1440,2935,90
9338,1181,1358,201
9339,1573,2855,52
9340,1442,2199,24
9341,1431,2372,121
9342,1268,1199,254
9343,1525,1629,169
9344,1414,2051,91
9345,1210,1687,293
9346,1587,1322,89
9347,1036,2087,132
9348,1235,2431,287
9349,1093,2096,50
9350,1398,2915,256
9351,1368,1609,162
9352,1301,1575,201
9353,1329,1068,14
9354,1015,2116,118
9355,1044,1113,128
9356,1281,2286,193
9357,1201,1206,282
9358,1643,2821,26
9359,1471,1562,100
9360,1645,1313,6
9361,1503,2321,254
9362,1211,1677,106
9363,1134,1515,112
9364,1034,2347,161
9365,1303,2574,128
9366,1103,2161,284
9367,1403,2007,276
9368,1259,2954,201
9369,1471,1208,65
9370,1408,1125,119
9371,1220,2427,96
9372,1458,2461,231
9373,1503,2179,293
9374,1245,2988,175
9375,1287,1679,164
9376,1375,1572,140
9377,1485,1080,273
9378,1569,2834,134
9379,1371,2550,42
9380,1572,2565,71
9381,1289,2386,154
9382,1432,2769,258
9383,1329,1778,85
9384,1464,1338,205
9385,1077,1370,117
9386,1278,2896,32
9387,1097,2822,160
9388,1342,2913,69
9389,1128,2693,253
9390,1204,1989,294
9391,1316,2224,269
9392,1170,2664,224
9393,1623,1885,132
9394,1512,1827,226
9395,1467,1831,125
9396,1189,1264,95
9397,1022,2685,59
9398,1122,1366,20
9399,1102,2735,244
9400,1546,1265,198
9401,1603,2632,158
9402,1050,2561,109
9403,1270,1863,299
9404,1572,2301,146
9405,1228,2009,104
9406,1366,1028,38
9407,1421,1496,9
9408,1162,2628,258
9409,1572,2357,283
9410,1646,1625,179
9411,1402,2238,110
9412,1365,1877,84
9413,1360,2123,67
9414,1292,1009,32
9415,1068,2999,122
9416,1142,1901,122
9417,1213,1379,212
9418,1161,2452,281
9419,1037,2829,227
9420,1606,2670,56
9421,1449,2882,262
9422,1319,2291,260
9423,1170,2944,103
9424,1026,1266,161
9425,1070,2188,93
9426,1409,2122,266
9427,1495,2761,111
9428,1625,2603,152
9429,1103,2373,53
9430,1181,2368,101
9431,1110,1869,217
9432,1629,1121,122
9433,1419,1125,178
9434,1131,1405,99
9435,1101,1150,78
9436,1287,2599,104
9437,1330,1111,187
9438,1090,2226,219
9439,1285,2923,69
9440,1108,1461,68
9441,1625,2124,218
9442,1146,1824,136
9443,1164,2164,240
9444,1323,1929,290
9445,1165,1899,232
9446,1509,1535,293
9447,1460,2607,241
9448,1195,1312,77
9449,1532,1419,136
9450,1081,2094,184
9451,1297,2410,299
9452,1150,1737,217
9453,1195,1985,207
9454,1273,1348,3
9455,1267,2568,54
9456,1297,2159,245
9457,1353,2405,188
9458,1354,1878,270
9459,1033,1870,106
9460,1514,1626,61
9461,1621,1467,291
9462,1558,1820,12
9463,1147,1696,87
9464,1239,2811,207
9465,1321,2897,131
9466,1642,2776,114
9467,1134,1203,258
9468,1494,1526,116
9469,1244,1310,121
9470,1553,2356,42
9471,1301,1445,100
9472,1081,2244,297
9473,1339,1433,236
9474,1641,2748,193
9475,1494,2604,120
9476,1078,2329,57
9477,1648,2693,92
9478,1561,2173,246
9479,1040,1057,272
9480,1255,1678,151
9481,1223,1999,46
9482,1545,2968,114
9483,1168,1104,178
9484,1540,2392,38
9485,1371,2348,109
9486,1131,2399,237
9487,1540,1766,234
9488,1644,2166,153
9489,1157,2149,177
9490,1324,1086,292
9491,1482,2070,78
9492,1559,1296,26
9493,1274,2305,197
9494,1594,2679,202
9495,1496,1100,235
9496,1519,1705,119
9497,1321,1989,242
9498,1598,2503,71
9499,1379,1587,180
9500,1191,2253,162
9501,1142,1075,266
9502,1611,2728,97
9503,1598,1419,31
9504,1026,1685,246
9505,1609,2014,99
9506,1012,2073,177
9507,1261,2246,162
9508,1315,1561,105
9509,1442,1745,220
9510,1293,2377,224
9511,1116,1902,62
9512,1115,1895,290
9513,1627,2247,39
9514,1257,1056,155
9515,1323,2470,250
9516,1534,2539,196
9517,1472,1956,123
9518,1401,2212,12
9519,1029,2844,154
9520,1430,1648,194
9521,1214,1503,163
9522,1329,1952,298
9523,1169,1791,69
9524,1428,2059,114
9525,1166,2410,235
9526,1097,1819,152
9527,1367,2883,92
9528,1450,2441,110
9529,1032,1841,190
9530,1163,1319,21
9531,1614,1565,72
9532,1049,1385,273
9533,1150,2084,233
9534,1612,2192,232
9535,1405,2649,296
9536,1047,1578,197
9537,1235,1056,95
9538,1521,2639,207
9539,1075,1401,163
9540,1540,1198,300
9541,1098,2262,90
9542,1469,2100,176
9543,1641,1705,107
9544,1145,2207,212
9545,1434,2469,212
9546,1153,1267,194
9547,1649,1370,136
9548,1138,1209,300
9549,1387,2048,149
9550,1148,2664,138
9551,1248,2006,27
9552,1284,2255,186
9553,1031,1656,30
9554,1462,2133,132
9555,1023,2171,223
9556,1318,2409,275
9557,1096,1967,264
9558,1008,2721,29
9559,1197,2562,171
9560,1276,1422,32
9561,1641,1895,204
9562,1131,1937,118
9563,1604,2210,138
9564,1096,2512,70
9565,1442,2771,157
9566,1256,2139,71
9567,1212,1345,60
9568,1380,2157,7
9569,1345,2790,213
9570,1090,1627,188
9571,1015,1993,192
9572,1036,2356,250
9573,1336,2360,164
9574,1014,2063,24
9575,1468,1720,78
9576,1631,1463,28
9577,1511,1276,235
9578,1535,2180,105
9579,1310,1331,153
9580,1580,2356,95
9581,1325,1094,296
9582,1167,1045,253
9583,1231,2032,161
9584,1273,1959,130
9585,1564,2640,46
9586,1284,1652,195
9587,1513,2180,244
9588,1017,1779,149
9589,1202,1595,235
9590,1290,2254,72
9591,1378,1927,223
9592,1141,2757,61
9593,1551,2705,34
9594,1315,1482,221
9595,1502,2883,0
9596,1130,2634,50
9597,1458,2208,44
9598,1276,2590,8
9599,1041,1655,130
9600,1015,1186,235
9601,1311,2114,170
9602,1445,2987,289
9603,1092,1532,165
9604,1605,1262,73
9605,1283,1339,202
9606,1604,1622,108
9607,1228,1415,296
9608,1203,1638,157
